 ,ID,X (pixels),Y (pixels),Radius (pixels),Score,nCircles,Resolution,Frame (slice #),Method,xT,yT,Speed,Theta,dTheta,speed (mean 4),Theta (mean 4),dTheta (mean 4),xC (mean 4),yC (mean 4),xT (mean 4),yT (mean 4)
1,1,113,151,16,1,1,100,1,Full,124.000,152.000,0.000,174.289,0.000,0.000,102.818,3.681,113.000,151.000,124.000,151.947
2,1,113,151,16,1,1,100,2,Local,124.000,152.000,0.000,5.194,NaN,0.000,75.937,2.791,113.000,151.000,124.000,151.912
3,1,113,151,16,1,1,100,3,Local,124.000,152.000,0.000,5.194,0.000,0.074,49.082,3.829,113.053,150.947,124.000,151.825
4,1,113,151,16,1,1,100,4,Local,124.000,152.000,0.000,5.194,0.000,0.124,28.474,3.063,113.140,150.860,124.000,151.754
5,1,113,151,16,1,1,100,5,Local,124.000,151.000,0.000,0.000,NaN,0.248,13.600,3.794,113.211,150.789,124.000,151.667
6,1,113,151,16,1,1,100,6,Local,124.000,152.000,0.000,5.194,NaN,0.400,5.020,3.027,113.281,150.667,124.000,151.596
7,1,114,150,16,1,1,100,7,Local,124.000,151.000,1.414,5.711,NaN,0.485,5.414,0.101,113.316,150.544,124.000,151.544
8,1,114,150,16,1,1,100,8,Local,124.000,152.000,0.000,11.310,NaN,0.622,5.320,2.904,113.316,150.474,124.000,151.456
9,1,113,151,16,1,1,100,9,Local,124.000,151.000,1.414,0.000,NaN,0.695,5.481,-0.460,113.281,150.386,124.000,151.404
10,1,113,150,16,1,1,100,10,Local,124.000,152.000,1.000,10.305,NaN,0.768,5.367,-0.414,113.263,150.333,124.000,151.333
11,1,113,150,16,1,1,100,11,Local,124.000,151.000,0.000,5.194,NaN,0.849,4.879,2.803,113.228,150.333,124.000,151.246
12,1,113,151,16,1,1,100,12,Local,124.000,151.000,1.000,0.000,NaN,0.810,4.202,2.225,113.175,150.386,124.000,151.175
13,1,113,150,16,1,1,100,13,Local,124.000,151.000,1.000,5.194,NaN,0.810,3.264,5.109,113.158,150.474,124.000,151.088
14,1,114,150,16,1,1,100,14,Local,124.000,151.000,1.000,5.711,NaN,0.767,2.993,0.659,113.158,150.491,124.000,151.053
15,1,113,151,16,1,1,100,15,Local,124.000,151.000,1.414,0.000,NaN,0.679,2.542,1.434,113.158,150.526,124.000,151.000
16,1,113,151,16,1,1,100,16,Local,124.000,151.000,0.000,0.000,0.000,0.609,2.524,-0.692,113.123,150.526,124.000,151.000
17,1,113,151,16,1,1,100,17,Local,124.000,151.000,0.000,0.000,0.000,0.525,2.989,-4.107,113.140,150.439,124.000,151.000
18,1,113,150,16,1,1,100,18,Local,124.000,151.000,1.000,5.194,NaN,0.497,3.080,-0.891,113.140,150.421,124.000,151.000
19,1,113,150,16,1,1,100,19,Local,124.000,151.000,0.000,5.194,0.000,0.479,3.162,-1.237,113.123,150.404,124.000,151.000
20,1,113,150,16,1,1,100,20,Local,124.000,151.000,0.000,5.194,0.000,0.507,3.453,-1.980,113.158,150.351,124.000,151.000
21,1,114,150,16,1,1,100,21,Local,124.000,151.000,1.000,5.711,NaN,0.557,3.544,-0.891,113.158,150.333,124.000,151.000
22,1,113,151,16,1,1,100,22,Local,124.000,151.000,1.414,0.000,NaN,0.557,3.636,-0.891,113.158,150.316,124.000,151.000
23,1,113,151,16,1,1,100,23,Local,124.000,151.000,0.000,0.000,0.000,0.504,3.617,-0.692,113.123,150.316,124.000,151.000
24,1,113,150,16,1,1,100,24,Local,124.000,151.000,1.000,5.194,NaN,0.419,3.782,-2.473,113.088,150.281,124.000,151.000
25,1,113,150,16,1,1,100,25,Local,124.000,151.000,0.000,5.194,0.000,0.335,4.128,-4.255,113.053,150.211,124.000,151.000
26,1,113,150,16,1,1,100,26,Local,124.000,151.000,0.000,5.194,0.000,0.197,4.465,-4.601,113.000,150.140,124.000,151.000
27,1,113,150,16,1,1,100,27,Local,124.000,151.000,0.000,5.194,0.000,0.088,4.921,-4.453,113.000,150.053,124.000,151.000
28,1,113,150,16,1,1,100,28,Local,124.000,151.000,0.000,5.194,0.000,0.053,5.194,-2.672,113.000,150.000,124.000,151.000
29,1,113,150,16,1,1,100,29,Local,124.000,151.000,0.000,5.194,0.000,0.000,5.194,0.000,113.000,150.000,124.000,151.000
30,1,113,150,16,1,1,100,30,Local,124.000,151.000,0.000,5.194,0.000,0.000,5.194,0.000,113.000,150.000,124.000,151.000
31,1,113,150,16,1,1,100,31,Local,124.000,151.000,0.000,5.194,0.000,0.000,5.194,0.000,113.000,150.000,124.000,151.000
32,1,113,150,16,1,1,100,32,Local,124.000,151.000,0.000,5.194,0.000,0.000,5.194,0.000,113.000,150.000,124.000,151.000
33,1,113,150,16,1,1,100,33,Local,124.000,151.000,0.000,5.194,0.000,0.000,5.194,0.000,113.000,150.000,124.000,151.000
34,1,113,150,16,1,1,100,34,Local,124.000,151.000,0.000,5.194,0.000,0.000,5.194,0.000,113.000,150.000,124.000,151.000
35,1,113,150,16,1,1,100,35,Local,124.000,151.000,0.000,5.194,0.000,0.000,5.194,0.000,113.000,150.000,124.000,151.000
36,1,113,150,16,1,1,100,36,Local,124.000,151.000,0.000,5.194,0.000,0.000,5.194,0.000,113.000,150.000,124.000,151.000
37,1,113,150,16,1,1,100,37,Local,124.000,151.000,0.000,5.194,0.000,0.000,5.194,0.000,113.000,150.000,124.000,151.000
38,1,113,150,16,1,1,100,38,Local,124.000,151.000,0.000,5.194,0.000,0.000,5.194,0.000,113.000,150.000,124.000,151.000
39,1,113,150,16,1,1,100,39,Local,124.000,151.000,0.000,5.194,0.000,0.000,5.194,0.000,113.000,150.000,124.000,151.000
40,1,113,150,16,1,1,100,40,Local,124.000,151.000,0.000,5.194,0.000,0.000,5.194,0.000,113.000,150.000,124.000,151.000
41,1,113,150,16,1,1,100,41,Local,124.000,151.000,0.000,5.194,0.000,0.000,5.194,0.000,113.000,150.000,124.000,151.000
42,1,113,150,16,1,1,100,42,Local,124.000,151.000,0.000,5.194,0.000,0.000,5.194,0.000,113.000,150.000,124.000,151.000
