 ,ID,X (pixels),Y (pixels),Radius (pixels),Score,nCircles,Resolution,Frame (slice #),Method,xT,yT,Speed,Theta,dTheta,speed (mean 4),Theta (mean 4),dTheta (mean 4),xC (mean 4),yC (mean 4),xT (mean 4),yT (mean 4)
1,1,181,56,17,1,1,100,1,Full,192.000,57.000,0.000,174.289,0.000,0.000,103.092,1.009,181.000,56.000,192.000,57.000
2,1,181,56,17,1,1,100,2,Local,192.000,57.000,0.000,5.194,NaN,0.000,76.392,1.009,181.000,56.000,192.000,57.000
3,1,181,56,17,1,1,100,3,Local,192.000,57.000,0.000,5.194,0.000,0.000,49.693,1.009,181.000,56.000,192.000,57.000
4,1,181,56,17,1,1,100,4,Local,192.000,57.000,0.000,5.194,0.000,0.000,28.927,0.785,181.000,56.000,192.000,57.000
5,1,181,56,17,1,1,100,5,Local,192.000,57.000,0.000,5.194,0.000,0.000,14.094,0.561,181.000,56.000,192.000,57.000
6,1,181,56,17,1,1,100,6,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.336,181.000,56.000,192.000,57.000
7,1,181,56,17,1,1,100,7,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.000,181.000,56.000,192.000,57.000
8,1,181,56,17,1,1,100,8,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.000,181.000,56.000,192.000,57.000
9,1,181,56,17,1,1,100,9,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.000,181.000,56.000,192.000,57.000
10,1,181,56,17,1,1,100,10,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.000,181.000,56.000,192.000,57.000
11,1,181,56,17,1,1,100,11,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.000,181.000,56.000,192.000,57.000
12,1,181,56,17,1,1,100,12,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.000,181.000,56.000,192.000,57.000
13,1,181,56,17,1,1,100,13,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.000,181.000,56.000,192.000,57.000
14,1,181,56,17,1,1,100,14,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.000,181.000,56.000,192.000,57.000
15,1,181,56,17,1,1,100,15,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.000,181.000,56.000,192.000,57.000
16,1,181,56,16,1,1,100,16,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.000,181.000,56.000,192.000,57.000
17,1,181,56,16,1,1,100,17,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.000,181.000,56.000,192.000,57.000
18,1,181,56,17,1,1,100,18,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.000,181.000,56.000,192.000,57.000
19,1,181,56,17,1,1,100,19,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.000,181.000,56.000,192.000,57.000
20,1,181,56,16,1,1,100,20,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.000,181.000,56.000,192.000,57.000
21,1,181,56,16,1,1,100,21,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.000,181.000,56.000,192.000,57.000
22,1,181,56,16,1,1,100,22,Local,192.000,57.000,0.000,5.194,0.000,0.000,5.194,0.000,181.000,56.000,192.000,57.000
