 ,ID,X (pixels),Y (pixels),Radius (pixels),Score,nCircles,Resolution,Frame (slice #),Method,xT,yT,Speed,Theta,dTheta,speed (mean 4),Theta (mean 4),dTheta (mean 4),xC (mean 4),yC (mean 4),xT (mean 4),yT (mean 4)
1,1,135,160,16,1.000,1,100,1,Full,143.000,161.000,0.000,174.289,0.000,0.000,104.369,12.814,135.000,160.000,142.947,161.053
2,1,135,160,16,1.000,1,100,2,Local,143.000,161.000,0.000,7.125,NaN,0.000,78.284,13.800,135.000,160.000,142.912,161.088
3,1,135,160,16,1.000,1,100,3,Local,143.000,161.000,0.000,7.125,0.000,0.000,52.199,13.800,135.000,160.000,142.877,161.123
4,1,135,160,16,1.000,1,100,4,Local,143.000,161.000,0.000,7.125,0.000,0.000,31.979,10.295,135.000,160.000,142.842,161.158
5,1,135,160,16,1.000,1,100,5,Local,142.000,162.000,0.000,15.945,NaN,0.000,17.316,8.763,135.000,160.000,142.842,161.158
6,1,135,160,16,1.000,1,100,6,Local,143.000,161.000,0.000,7.125,NaN,0.000,8.571,5.910,135.000,160.000,142.789,161.158
7,1,135,160,16,1.000,1,100,7,Local,143.000,161.000,0.000,7.125,0.000,0.000,8.296,2.407,135.000,160.000,142.789,161.123
8,1,135,160,16,1.000,1,100,8,Local,143.000,161.000,0.000,7.125,0.000,0.000,8.075,3.059,135.000,160.000,142.737,161.088
9,1,135,160,16,1.000,1,100,9,Local,143.000,161.000,0.000,7.125,0.000,0.000,7.889,3.494,135.000,160.000,142.649,161.053
10,1,135,160,16,1.000,1,100,10,Local,142.000,161.000,0.000,8.130,NaN,0.000,7.495,3.828,135.000,160.000,142.632,161.000
11,1,135,160,16,1.000,1,100,11,Local,143.000,161.000,0.000,7.125,NaN,0.000,7.619,1.522,135.000,160.000,142.509,161.000
12,1,135,160,16,1.000,1,100,12,Local,142.000,161.000,0.000,8.130,NaN,0.000,7.707,1.087,135.000,160.000,142.421,161.000
13,1,135,160,16,1.000,1,100,13,Local,142.000,161.000,0.000,8.130,0.000,0.000,7.795,1.087,135.000,160.000,142.333,161.000
14,1,135,160,16,1.000,1,100,14,Local,143.000,161.000,0.000,7.125,NaN,0.000,8.295,-2.524,135.000,160.000,142.246,161.053
15,1,135,160,16,1.000,1,100,15,Local,142.000,161.000,0.000,8.130,NaN,0.000,9.015,-5.583,135.000,160.000,142.211,161.140
16,1,135,160,16,1.000,1,100,16,Local,142.000,161.000,0.000,8.130,0.000,0.000,10.063,-7.338,135.000,160.000,142.123,161.263
17,1,135,160,16,1.000,1,100,17,Local,142.000,161.000,0.000,8.130,0.000,0.000,11.333,-10.397,135.000,160.000,142.088,161.421
18,1,135,160,16,1.000,1,100,18,Local,142.000,162.000,0.000,15.945,NaN,0.000,12.191,-6.786,135.000,160.000,142.053,161.526
