 ,ID,X (pixels),Y (pixels),Radius (pixels),Score,nCircles,Resolution,Frame (slice #),Method,xT,yT,Speed,Theta,dTheta,speed (mean 4),Theta (mean 4),dTheta (mean 4),xC (mean 4),yC (mean 4),xT (mean 4),yT (mean 4)
1,1,189,146,16,1.000,1,100,1,Full,193.000,142.000,0.000,174.289,0.000,0.000,82.291,1.422,189.000,146.000,193.053,142.000
2,1,189,146,16,1.000,1,100,2,Local,193.000,142.000,0.000,-45.000,NaN,0.000,47.889,1.390,189.000,146.000,193.088,142.000
3,1,189,146,16,1.000,1,100,3,Local,193.000,142.000,0.000,-45.000,0.000,0.000,13.820,1.485,189.000,146.000,193.175,142.000
4,1,189,146,16,1.000,1,100,4,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-12.332,1.253,189.000,146.000,193.298,142.000
5,1,189,146,16,1.000,1,100,5,Local,194.000,142.000,0.000,-38.660,NaN,0.000,-30.789,0.958,189.000,146.000,193.421,142.000
6,1,189,146,16,1.000,1,100,6,Local,193.000,142.000,0.000,-45.000,NaN,0.000,-41.663,0.631,189.000,146.000,193.526,142.000
7,1,189,146,16,0.990,1,100,7,Local,194.000,142.000,0.000,-38.660,NaN,0.000,-41.107,0.157,189.000,146.000,193.614,142.000
8,1,189,146,16,1.000,1,100,8,Local,194.000,142.000,0.000,-38.660,0.000,0.000,-40.551,0.157,189.000,146.000,193.702,142.000
9,1,189,146,16,0.990,1,100,9,Local,194.000,142.000,0.000,-38.660,0.000,0.000,-40.217,0.094,189.000,146.000,193.754,142.000
10,1,189,146,16,0.990,1,100,10,Local,193.000,142.000,0.000,-45.000,NaN,0.000,-40.328,-0.031,189.000,146.000,193.737,142.000
11,1,189,146,16,0.980,1,100,11,Local,194.000,142.000,0.000,-38.660,NaN,0.000,-40.217,0.031,189.000,146.000,193.754,142.000
12,1,189,146,16,0.980,1,100,12,Local,194.000,142.000,0.000,-38.660,0.000,0.000,-40.217,0.000,189.000,146.000,193.754,142.000
13,1,189,146,16,0.980,1,100,13,Local,194.000,142.000,0.000,-38.660,0.000,0.000,-40.551,-0.094,189.000,146.000,193.702,142.000
14,1,189,146,16,0.980,1,100,14,Local,193.000,142.000,0.000,-45.000,NaN,0.000,-40.884,-0.094,189.000,146.000,193.649,142.000
15,1,189,146,16,1.000,1,100,15,Local,194.000,142.000,0.000,-38.660,NaN,0.000,-41.329,-0.126,189.000,146.000,193.579,142.000
16,1,189,146,16,0.990,1,100,16,Local,194.000,142.000,0.000,-38.660,0.000,0.000,-42.108,-0.220,189.000,146.000,193.456,142.000
17,1,189,146,16,1.000,1,100,17,Local,193.000,142.000,0.000,-45.000,NaN,0.000,-42.887,-0.220,189.000,146.000,193.333,142.000
18,1,189,146,16,1.000,1,100,18,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-43.665,-0.220,189.000,146.000,193.211,142.000
19,1,189,146,16,1.000,1,100,19,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-44.444,-0.212,189.000,146.000,193.140,141.947
20,1,189,146,16,1.000,1,100,20,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.222,-0.215,189.000,146.000,193.053,141.912
21,1,189,146,16,1.000,1,100,21,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.779,-0.152,189.000,146.000,193.000,141.877
22,1,189,146,16,1.000,1,100,22,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-46.001,-0.057,189.000,146.000,193.000,141.842
23,1,189,146,16,1.000,1,100,23,Local,193.000,141.000,0.000,-51.340,NaN,0.000,-46.001,0.000,189.000,146.000,193.000,141.842
24,1,189,146,16,1.000,1,100,24,Local,193.000,142.000,0.000,-45.000,NaN,0.000,-46.335,-0.086,189.000,146.000,193.000,141.789
25,1,189,146,16,1.000,1,100,25,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-46.335,0.000,189.000,146.000,193.000,141.789
26,1,189,146,16,1.000,1,100,26,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-46.335,0.000,189.000,146.000,193.000,141.789
27,1,189,146,16,1.000,1,100,27,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-46.335,0.000,189.000,146.000,193.000,141.789
28,1,189,146,16,1.000,1,100,28,Local,193.000,141.000,0.000,-51.340,NaN,0.000,-46.001,0.086,189.000,146.000,193.000,141.842
29,1,189,146,16,1.000,1,100,29,Local,193.000,142.000,0.000,-45.000,NaN,0.000,-46.001,0.000,189.000,146.000,193.000,141.842
30,1,189,146,16,1.000,1,100,30,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-46.112,-0.029,189.000,146.000,193.000,141.825
31,1,189,146,16,1.000,1,100,31,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-46.112,0.000,189.000,146.000,193.000,141.825
32,1,189,146,16,1.000,1,100,32,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-46.112,0.000,189.000,146.000,193.000,141.825
33,1,189,146,16,1.000,1,100,33,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-46.001,0.029,189.000,146.000,193.000,141.842
34,1,189,146,16,1.000,1,100,34,Local,193.000,141.000,0.000,-51.340,NaN,0.000,-46.001,0.000,189.000,146.000,193.000,141.842
35,1,189,146,16,1.000,1,100,35,Local,193.000,142.000,0.000,-45.000,NaN,0.000,-46.001,0.000,189.000,146.000,193.000,141.842
36,1,189,146,16,1.000,1,100,36,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.779,0.057,189.000,146.000,193.000,141.877
37,1,189,146,16,1.000,1,100,37,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.556,0.057,189.000,146.000,193.000,141.912
38,1,189,146,16,1.000,1,100,38,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.334,0.057,189.000,146.000,193.000,141.947
39,1,189,146,16,1.000,1,100,39,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.334,0.000,189.000,146.000,193.000,141.947
40,1,189,146,16,1.000,1,100,40,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.556,-0.057,189.000,146.000,193.000,141.912
41,1,189,146,16,1.000,1,100,41,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.779,-0.057,189.000,146.000,193.000,141.877
42,1,189,146,16,1.000,1,100,42,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-46.001,-0.057,189.000,146.000,193.000,141.842
43,1,189,146,16,1.000,1,100,43,Local,193.000,141.000,0.000,-51.340,NaN,0.000,-46.001,0.000,189.000,146.000,193.000,141.842
44,1,189,146,16,1.000,1,100,44,Local,193.000,142.000,0.000,-45.000,NaN,0.000,-46.001,0.000,189.000,146.000,193.000,141.842
45,1,189,146,16,1.000,1,100,45,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.779,0.057,189.000,146.000,193.000,141.877
46,1,189,146,16,1.000,1,100,46,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.556,0.057,189.000,146.000,193.000,141.912
47,1,189,146,16,1.000,1,100,47,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.334,0.057,189.000,146.000,193.000,141.947
48,1,189,146,16,1.000,1,100,48,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.000,0.086,189.000,146.000,193.000,142.000
49,1,189,146,16,1.000,1,100,49,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.000,0.000,189.000,146.000,193.000,142.000
50,1,189,146,16,1.000,1,100,50,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.000,0.000,189.000,146.000,193.000,142.000
51,1,189,146,16,1.000,1,100,51,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.000,0.000,189.000,146.000,193.000,142.000
52,1,189,146,16,1.000,1,100,52,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.000,0.000,189.000,146.000,193.000,142.000
53,1,189,146,16,1.000,1,100,53,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.334,-0.086,189.000,146.000,193.000,141.947
54,1,189,146,16,1.000,1,100,54,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.556,-0.057,189.000,146.000,193.000,141.912
55,1,189,146,16,1.000,1,100,55,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.779,-0.057,189.000,146.000,193.000,141.877
56,1,189,146,16,1.000,1,100,56,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-46.001,-0.057,189.000,146.000,193.000,141.842
57,1,189,146,16,1.000,1,100,57,Local,193.000,141.000,0.000,-51.340,NaN,0.000,-46.001,0.000,189.000,146.000,193.000,141.842
58,1,189,146,16,1.000,1,100,58,Local,193.000,142.000,0.000,-45.000,NaN,0.000,-46.001,0.000,189.000,146.000,193.000,141.842
59,1,189,146,16,1.000,1,100,59,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.779,0.057,189.000,146.000,193.000,141.877
60,1,189,146,16,1.000,1,100,60,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.556,0.057,189.000,146.000,193.000,141.912
61,1,189,146,16,1.000,1,100,61,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.334,0.057,189.000,146.000,193.000,141.947
62,1,189,146,16,1.000,1,100,62,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.334,0.000,189.000,146.000,193.000,141.947
63,1,189,146,16,1.000,1,100,63,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.556,-0.057,189.000,146.000,193.000,141.912
64,1,189,146,16,1.000,1,100,64,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-45.779,-0.057,189.000,146.000,193.000,141.877
65,1,189,146,16,1.000,1,100,65,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-46.001,-0.057,189.000,146.000,193.000,141.842
66,1,189,146,16,1.000,1,100,66,Local,193.000,141.000,0.000,-51.340,NaN,0.000,-46.001,0.000,189.000,146.000,193.000,141.842
67,1,189,146,16,1.000,1,100,67,Local,193.000,142.000,0.000,-45.000,NaN,0.000,-46.335,-0.086,189.000,146.000,193.000,141.789
68,1,189,146,16,1.000,1,100,68,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-46.335,0.000,189.000,146.000,193.000,141.789
69,1,189,146,16,1.000,1,100,69,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-46.335,0.000,189.000,146.000,193.000,141.789
70,1,189,146,16,1.000,1,100,70,Local,193.000,142.000,0.000,-45.000,0.000,0.000,-46.335,0.000,189.000,146.000,193.000,141.789
71,1,189,146,16,1.000,1,100,71,Local,193.000,141.000,0.000,-51.340,NaN,0.000,-46.335,0.000,189.000,146.000,193.000,141.789
