 ,ID,X (pixels),Y (pixels),Radius (pixels),Score,nCircles,Resolution,Frame (slice #),Method,xT,yT,Speed,Theta,dTheta,speed (mean 4),Theta (mean 4),dTheta (mean 4),xC (mean 4),yC (mean 4),xT (mean 4),yT (mean 4)
1,1,66,156,15,1.000,1,100,1,Full,62.000,153.000,0.000,174.289,0.000,0.000,47.630,17.275,66.000,156.000,62.789,153.053
2,1,66,156,15,1.000,1,100,2,Local,62.000,153.000,0.000,-143.130,NaN,0.000,9.093,16.964,66.000,156.000,64.300,153.087
3,1,66,156,15,1.000,1,100,3,Local,62.000,153.000,0.000,-143.130,0.000,0.000,-24.830,16.614,66.000,156.000,66.466,153.120
4,1,66,156,15,1.000,1,100,4,Local,62.000,153.000,0.000,-143.130,0.000,0.000,-43.918,11.967,66.000,156.000,68.989,153.048
5,1,66,156,15,0.990,1,100,5,Local,77.000,154.000,0.000,-10.305,NaN,0.000,-58.531,8.692,66.000,156.000,70.757,152.976
6,1,66,156,15,1.000,1,100,6,Local,80.696,152.977,0.000,-11.624,NaN,0.000,-66.192,1.832,66.000,156.000,71.921,152.905
7,1,66,156,15,0.990,1,100,7,Local,80.696,152.977,0.000,-11.624,0.000,0.000,-60.561,-3.129,66.000,156.000,72.571,152.694
8,1,66,156,15,0.990,1,100,8,Local,75.000,151.000,0.000,-29.055,NaN,0.000,-59.544,-2.780,66.000,156.000,72.564,152.485
9,1,66,156,15,1.000,1,100,9,Local,62.000,153.000,0.000,-143.130,NaN,0.074,-59.398,-6.733,66.053,156.053,72.591,152.080
10,1,66,156,15,0.990,1,100,10,Local,63.000,153.000,0.000,-135.000,NaN,0.198,-62.041,-6.862,66.088,156.088,72.422,151.521
11,1,66,156,15,0.990,1,100,11,Local,75.000,151.000,0.000,-29.055,NaN,0.298,-65.918,-5.237,66.123,156.123,71.971,151.180
12,1,66,156,15,1.000,1,100,12,Local,75.000,151.000,0.000,-29.055,0.000,0.397,-69.468,-2.873,66.158,156.158,71.685,150.909
13,1,67,157,15,0.990,1,100,13,Local,79.439,148.613,1.414,-33.990,NaN,0.447,-75.931,0.500,66.158,156.158,71.086,150.895
14,1,66,156,15,1.000,1,100,14,Local,78.439,147.613,1.414,-33.990,0.000,0.447,-78.217,2.433,66.158,156.158,70.823,150.930
15,1,66,156,15,1.000,1,100,15,Local,62.000,153.000,0.000,-143.130,NaN,0.397,-80.473,6.004,66.123,156.123,70.386,151.049
16,1,66,156,15,1.000,1,100,16,Local,62.000,153.000,0.000,-143.130,0.000,0.298,-84.389,1.808,66.088,156.088,69.835,151.144
17,1,66,156,15,1.000,1,100,17,Local,62.000,153.000,0.000,-143.130,0.000,0.198,-72.549,-1.154,66.053,156.053,69.556,151.631
18,1,66,156,15,1.000,1,100,18,Local,75.000,151.000,0.000,-29.055,NaN,0.074,-52.170,-2.633,66.000,156.000,69.270,152.616
19,1,66,156,15,0.990,1,100,19,Local,75.000,151.000,0.000,-29.055,0.000,0.000,-36.300,-3.782,66.000,156.000,69.122,153.342
20,1,66,156,15,1.000,1,100,20,Local,78.439,147.613,0.000,-33.990,NaN,0.000,-17.153,-6.691,66.000,156.000,69.438,153.834
21,1,66,156,15,1.000,1,100,21,Local,64.000,160.000,0.000,116.565,NaN,0.000,-7.744,-8.392,66.000,156.000,69.785,153.819
22,1,66,156,15,1.000,1,100,22,Local,64.000,164.000,0.000,104.036,NaN,0.000,0.551,-6.069,66.000,156.000,69.335,154.268
23,1,66,156,15,1.000,1,100,23,Local,62.000,153.000,0.000,-143.130,NaN,0.000,6.244,-1.698,66.000,156.000,68.603,155.261
24,1,66,156,15,1.000,1,100,24,Local,74.000,149.000,0.000,-41.186,NaN,0.000,-0.603,1.821,66.000,156.000,67.819,155.629
25,1,66,156,15,1.000,1,100,25,Local,76.607,145.393,0.000,-45.000,NaN,0.000,-6.377,2.963,66.000,156.000,66.970,156.253
26,1,66,156,15,1.000,1,100,26,Local,64.000,163.000,0.000,105.945,NaN,0.000,-23.421,5.572,66.000,156.000,66.443,156.260
27,1,66,156,15,1.000,1,100,27,Local,62.977,170.696,0.000,101.624,NaN,0.000,-43.317,0.893,66.000,156.000,64.995,155.804
28,1,66,156,15,1.000,1,100,28,Local,62.000,153.000,0.000,-143.130,NaN,0.000,-42.480,-3.068,66.000,156.000,63.678,155.882
29,1,66,156,15,1.000,1,100,29,Local,63.000,153.000,0.000,-135.000,NaN,0.000,-56.610,-4.248,66.000,156.000,62.151,155.234
30,1,66,156,15,1.000,1,100,30,Local,62.000,153.000,0.000,-143.130,NaN,0.000,-66.477,-2.317,66.000,156.000,60.750,154.047
31,1,66,156,15,1.000,1,100,31,Local,53.561,147.613,0.000,-146.010,NaN,0.000,-75.061,0.067,66.000,156.000,60.191,152.142
32,1,66,156,15,1.000,1,100,32,Local,61.000,157.000,0.000,168.690,NaN,0.000,-86.107,-1.499,66.000,156.000,59.832,150.478
33,1,66,156,15,0.990,1,100,33,Local,63.000,151.000,0.000,-120.964,NaN,0.000,-85.100,0.212,66.000,156.000,59.341,149.721
34,1,66,156,15,0.990,1,100,34,Local,57.613,143.561,0.000,-123.990,NaN,0.000,-95.949,0.901,66.000,156.000,58.725,148.966
